NAICS,Industry,Direct Sales,Indirect Sales,Induced Sales,Direct Jobs,Indirect Jobs,Induced Jobs,Direct Earnings,Indirect Earnings,Induced Earnings,Direct Value Added,Indirect Value Added,Induced Value Added,Value Added To Sales,Jobs To Sales,Earnings To Sales,Total Sales,Total Jobs,Total Earnings
331222,Steel Wire Drawing,0.0114,0.0005,0.0407,0.0376,0.0019,0.0399,0.0201,0.0009,0.0272,0.0200,0.0009,0.1129,0.2772,0.0000,0.1878,1.0526,1.0794,1.0483
331313,Alumina Refining and Primary Aluminum Production,0.0153,0.0006,0.0331,0.0355,0.0019,0.0303,0.0220,0.0010,0.0228,0.0280,0.0011,0.0800,0.3014,0.0000,0.2362,1.0489,1.0677,1.0457
331314,Secondary Smelting and Alloying of Aluminum,0.2277,0.0093,0.0520,2.2995,0.1440,0.2124,1.5875,0.0765,0.1684,1.0187,0.0427,0.3292,0.1152,0.0000,0.0463,1.2890,3.6558,2.8325
331315,"Aluminum Sheet, Plate, and Foil Manufacturing",0.0134,0.0004,0.0487,0.0853,0.0036,0.0831,0.0359,0.0013,0.0427,0.0279,0.0010,0.1602,0.2375,0.0000,0.1266,1.0626,1.1720,1.0799
331318,"Other Aluminum Rolling, Drawing, and Extruding",0.0134,0.0004,0.0488,0.0407,0.0017,0.0402,0.0356,0.0013,0.0432,0.0278,0.0010,0.1597,0.2376,0.0000,0.1270,1.0626,1.0826,1.0801
331410,Nonferrous Metal (except Aluminum) Smelting and Refining,0.0123,0.0004,0.1011,0.1506,0.0062,0.2273,0.0537,0.0019,0.0941,0.0192,0.0007,0.2558,0.3255,0.0000,0.0763,1.1138,1.3841,1.1497
331420,"Copper Rolling, Drawing, Extruding, and Alloying",0.0106,0.0004,0.0336,0.0578,0.0031,0.0684,0.0337,0.0015,0.0491,0.0310,0.0012,0.1491,0.1680,0.0000,0.0955,1.0446,1.1293,1.0843
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",0.0124,0.0004,0.0768,0.0393,0.0016,0.0485,0.0291,0.0011,0.0454,0.0190,0.0007,0.1907,0.3265,0.0000,0.1427,1.0896,1.0895,1.0756
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",0.0124,0.0004,0.0774,0.0511,0.0021,0.0636,0.0295,0.0011,0.0464,0.0191,0.0007,0.1920,0.3266,0.0000,0.1414,1.0902,1.1168,1.0769
331511,Iron Foundries,0.0158,0.0006,0.0673,0.0500,0.0018,0.0473,0.0266,0.0009,0.0333,0.0226,0.0008,0.1415,0.3739,0.0000,0.2211,1.0837,1.0991,1.0609
331512,Steel Investment Foundries,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
331513,Steel Foundries (except Investment),0.0161,0.0006,0.0669,0.0647,0.0023,0.0596,0.0270,0.0009,0.0327,0.0229,0.0008,0.1408,0.3738,0.0000,0.2220,1.0835,1.1266,1.0606
331523,Nonferrous Metal Die-Casting Foundries,0.0195,0.0007,0.0595,0.0276,0.0012,0.0207,0.0265,0.0010,0.0256,0.0253,0.0010,0.1131,0.4088,0.0000,0.2783,1.0797,1.0494,1.0532
331524,Aluminum Foundries (except Die-Casting),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
331529,Other Nonferrous Metal Foundries (except Die-Casting),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
332111,Iron and Steel Forging,0.0159,0.0006,0.0578,0.0238,0.0010,0.0193,0.0240,0.0009,0.0257,0.0219,0.0008,0.1248,0.3666,0.0000,0.2351,1.0742,1.0441,1.0506
332112,Nonferrous Forging,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
332114,Custom Roll Forming,0.0144,0.0006,0.0881,0.0842,0.0047,0.0896,0.0662,0.0032,0.0878,0.0242,0.0011,0.2509,0.2886,0.0000,0.0723,1.1031,1.1785,1.1571
332117,Powder Metallurgy Part Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",0.0134,0.0007,0.0563,0.0131,0.0009,0.0139,0.0142,0.0008,0.0195,0.0145,0.0008,0.0978,0.4528,0.0000,0.3274,1.0704,1.0280,1.0345
332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",0.0154,0.0007,0.0819,0.0174,0.0010,0.0204,0.0183,0.0008,0.0260,0.0160,0.0007,0.1294,0.5045,0.0000,0.3155,1.0980,1.0388,1.0451
332216,Saw Blade and Handtool Manufacturing,0.0155,0.0007,0.0829,0.0243,0.0013,0.0280,0.0186,0.0008,0.0262,0.0161,0.0007,0.1313,0.5045,0.0000,0.3126,1.0991,1.0536,1.0456
332311,Prefabricated Metal Building and Component Manufacturing,0.0124,0.0006,0.0519,0.0231,0.0016,0.0262,0.0173,0.0010,0.0261,0.0172,0.0009,0.1104,0.3617,0.0000,0.2474,1.0649,1.0510,1.0444
332312,Fabricated Structural Metal Manufacturing,0.0123,0.0006,0.0518,0.0208,0.0014,0.0237,0.0172,0.0010,0.0260,0.0172,0.0009,0.1103,0.3618,0.0000,0.2476,1.0648,1.0459,1.0442
332313,Plate Work Manufacturing,0.0123,0.0006,0.0519,0.0229,0.0016,0.0258,0.0172,0.0010,0.0259,0.0172,0.0009,0.1107,0.3619,0.0000,0.2472,1.0649,1.0503,1.0441
332321,Metal Window and Door Manufacturing,0.0116,0.0006,0.0537,0.0125,0.0010,0.0170,0.0127,0.0008,0.0206,0.0133,0.0008,0.0966,0.4329,0.0000,0.3146,1.0660,1.0305,1.0340
332322,Sheet Metal Work Manufacturing,0.0116,0.0006,0.0541,0.0151,0.0012,0.0205,0.0127,0.0008,0.0207,0.0133,0.0008,0.0974,0.4330,0.0000,0.3136,1.0663,1.0368,1.0341
332323,Ornamental and Architectural Metal Work Manufacturing,0.0117,0.0006,0.0537,0.0157,0.0013,0.0212,0.0127,0.0008,0.0205,0.0134,0.0008,0.0966,0.4330,0.0000,0.3146,1.0660,1.0382,1.0340
332410,Power Boiler and Heat Exchanger Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
332420,Metal Tank (Heavy Gauge) Manufacturing,0.0098,0.0005,0.0666,0.0112,0.0008,0.0191,0.0109,0.0006,0.0218,0.0106,0.0006,0.1153,0.4613,0.0000,0.3081,1.0768,1.0312,1.0333
332431,Metal Can Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
332439,Other Metal Container Manufacturing,0.0081,0.0003,0.0651,0.0170,0.0011,0.0403,0.0136,0.0007,0.0345,0.0110,0.0005,0.1631,0.3221,0.0000,0.1673,1.0735,1.0585,1.0488
332510,Hardware Manufacturing,0.0117,0.0005,0.0578,0.0174,0.0010,0.0218,0.0180,0.0008,0.0270,0.0167,0.0007,0.1269,0.3597,0.0000,0.2278,1.0700,1.0402,1.0459
332613,Spring Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
332618,Other Fabricated Wire Product Manufacturing,0.0139,0.0006,0.0565,0.0172,0.0011,0.0187,0.0156,0.0008,0.0207,0.0155,0.0008,0.1002,0.4419,0.0000,0.3164,1.0711,1.0370,1.0370
332710,Machine Shops,0.0158,0.0008,0.0316,0.0123,0.0009,0.0109,0.0119,0.0007,0.0133,0.0152,0.0008,0.0410,0.5427,0.0000,0.4889,1.0482,1.0241,1.0259
332721,Precision Turned Product Manufacturing,0.0163,0.0008,0.1000,0.0325,0.0023,0.0358,0.0281,0.0016,0.0382,0.0183,0.0010,0.1859,0.4419,0.0000,0.1996,1.1171,1.0706,1.0679
332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",0.0163,0.0008,0.1005,0.0604,0.0043,0.0669,0.0282,0.0016,0.0387,0.0183,0.0010,0.1867,0.4419,0.0000,0.1986,1.1176,1.1317,1.0685
332811,Metal Heat Treating,0.0133,0.0006,0.0809,0.0537,0.0037,0.0695,0.0143,0.0008,0.0232,0.0132,0.0007,0.1268,0.5146,0.0000,0.3262,1.0948,1.1269,1.0383
332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",0.0132,0.0006,0.0798,0.0489,0.0034,0.0636,0.0140,0.0007,0.0228,0.0131,0.0007,0.1250,0.5145,0.0000,0.3291,1.0936,1.1158,1.0375
332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",0.0132,0.0006,0.0792,0.0182,0.0012,0.0233,0.0140,0.0007,0.0223,0.0131,0.0007,0.1242,0.5147,0.0000,0.3305,1.0930,1.0427,1.0371
332911,Industrial Valve Manufacturing,0.0093,0.0004,0.0834,0.0289,0.0016,0.0539,0.0136,0.0006,0.0292,0.0109,0.0005,0.1532,0.4424,0.0000,0.2434,1.0931,1.0844,1.0434
332912,Fluid Power Valve and Hose Fitting Manufacturing,0.0092,0.0004,0.0822,0.0267,0.0015,0.0492,0.0133,0.0006,0.0281,0.0108,0.0005,0.1513,0.4425,0.0000,0.2461,1.0918,1.0774,1.0420
332913,Plumbing Fixture Fitting and Trim Manufacturing,0.0146,0.0006,0.0907,0.0444,0.0025,0.0568,0.0314,0.0013,0.0449,0.0201,0.0008,0.1914,0.3849,0.0000,0.1672,1.1058,1.1037,1.0776
332919,Other Metal Valve and Pipe Fitting Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
332991,Ball and Roller Bearing Manufacturing,0.0096,0.0003,0.0777,0.0223,0.0009,0.0361,0.0110,0.0004,0.0216,0.0099,0.0004,0.1231,0.5105,0.0000,0.3285,1.0875,1.0593,1.0330
332992,Small Arms Ammunition Manufacturing,0.0099,0.0004,0.1189,0.0217,0.0012,0.0832,0.0138,0.0006,0.0680,0.0102,0.0004,0.1606,0.5327,0.0000,0.2758,1.1292,1.1061,1.0824
332993,Ammunition (except Small Arms) Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",0.0099,0.0004,0.1189,0.0194,0.0011,0.0729,0.0138,0.0006,0.0676,0.0101,0.0004,0.1610,0.5326,0.0000,0.2755,1.1292,1.0934,1.0820
332996,Fabricated Pipe and Pipe Fitting Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,0.0103,0.0005,0.0426,0.0082,0.0007,0.0123,0.0091,0.0005,0.0163,0.0107,0.0006,0.0693,0.4655,0.0000,0.3774,1.0534,1.0213,1.0260
333111,Farm Machinery and Equipment Manufacturing,0.0070,0.0003,0.0903,0.0101,0.0005,0.0276,0.0119,0.0005,0.0364,0.0087,0.0003,0.1718,0.4264,0.0000,0.2094,1.0975,1.0383,1.0488
333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,0.0073,0.0003,0.0663,0.0312,0.0016,0.0694,0.0179,0.0007,0.0435,0.0127,0.0005,0.1714,0.3071,0.0000,0.1512,1.0739,1.1022,1.0621
333120,Construction Machinery Manufacturing,0.0068,0.0002,0.1009,0.0181,0.0008,0.0522,0.0121,0.0004,0.0391,0.0081,0.0003,0.1852,0.4463,0.0000,0.2006,1.1079,1.0711,1.0517
333131,Mining Machinery and Equipment Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
333132,Oil and Gas Field Machinery and Equipment Manufacturing,0.0097,0.0004,0.0300,0.0352,0.0017,0.0529,0.0087,0.0004,0.0170,0.0114,0.0005,0.0463,0.4381,0.0000,0.3857,1.0400,1.0898,1.0261
333241,Food Product Machinery Manufacturing,0.0105,0.0004,0.0683,0.0182,0.0011,0.0279,0.0152,0.0006,0.0235,0.0132,0.0005,0.1259,0.4356,0.0000,0.2766,1.0792,1.0471,1.0393
333242,Semiconductor Machinery Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing",0.0103,0.0004,0.0690,0.0188,0.0012,0.0301,0.0150,0.0006,0.0236,0.0130,0.0005,0.1275,0.4358,0.0000,0.2745,1.0798,1.0500,1.0392
333248,All Other Industrial Machinery Manufacturing,0.0102,0.0004,0.0682,0.0175,0.0010,0.0272,0.0149,0.0006,0.0236,0.0130,0.0005,0.1258,0.4356,0.0000,0.2768,1.0789,1.0458,1.0391
333310,Commercial and Service Industry Machinery Manufacturing,0.0089,0.0004,0.0568,0.0142,0.0008,0.0261,0.0098,0.0004,0.0198,0.0102,0.0004,0.0945,0.4684,0.0000,0.3426,1.0661,1.0410,1.0300
333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,0.0078,0.0004,0.0491,0.0086,0.0007,0.0192,0.0075,0.0004,0.0199,0.0085,0.0005,0.0786,0.4674,0.0000,0.3645,1.0573,1.0284,1.0279
333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,0.0101,0.0005,0.1060,0.0124,0.0011,0.0293,0.0144,0.0008,0.0346,0.0102,0.0005,0.1695,0.5086,0.0000,0.2534,1.1165,1.0427,1.0498
333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,0.0077,0.0003,0.1073,0.0111,0.0008,0.0344,0.0130,0.0006,0.0411,0.0086,0.0004,0.1898,0.4630,0.0000,0.2016,1.1153,1.0463,1.0547
333511,Industrial Mold Manufacturing,0.0145,0.0007,0.0293,0.0188,0.0013,0.0202,0.0114,0.0006,0.0152,0.0145,0.0007,0.0385,0.5065,0.0000,0.4598,1.0446,1.0404,1.0272
333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",0.0100,0.0004,0.0315,0.0104,0.0007,0.0178,0.0070,0.0003,0.0138,0.0088,0.0004,0.0366,0.5831,0.0000,0.5319,1.0419,1.0289,1.0211
333515,Cutting Tool and Machine Tool Accessory Manufacturing,0.0142,0.0006,0.0448,0.0117,0.0007,0.0133,0.0150,0.0007,0.0198,0.0166,0.0007,0.0738,0.4486,0.0000,0.3581,1.0597,1.0257,1.0355
333517,Machine Tool Manufacturing,0.0110,0.0005,0.0261,0.0107,0.0007,0.0145,0.0101,0.0004,0.0146,0.0126,0.0005,0.0365,0.4741,0.0000,0.4328,1.0376,1.0259,1.0252
333519,Rolling Mill and Other Metalworking Machinery Manufacturing,0.0144,0.0006,0.0446,0.0270,0.0017,0.0305,0.0152,0.0007,0.0199,0.0168,0.0008,0.0734,0.4486,0.0000,0.3586,1.0597,1.0591,1.0358
333611,Turbine and Turbine Generator Set Units Manufacturing,0.0074,0.0003,0.1060,0.0103,0.0006,0.0269,0.0119,0.0005,0.0326,0.0077,0.0003,0.1742,0.5016,0.0000,0.2430,1.1137,1.0378,1.0449
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
333613,Mechanical Power Transmission Equipment Manufacturing,0.0104,0.0004,0.1245,0.0590,0.0025,0.1122,0.0175,0.0006,0.0390,0.0103,0.0004,0.1955,0.5277,0.0000,0.2211,1.1353,1.1737,1.0571
333618,Other Engine Equipment Manufacturing,0.0111,0.0004,0.0333,0.0372,0.0018,0.0452,0.0208,0.0008,0.0301,0.0225,0.0008,0.0944,0.2536,0.0000,0.1862,1.0449,1.0842,1.0517
333912,Air and Gas Compressor Manufacturing,0.0073,0.0003,0.0704,0.0202,0.0015,0.0534,0.0109,0.0005,0.0296,0.0096,0.0004,0.1441,0.3916,0.0000,0.2261,1.0780,1.0751,1.0410
333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.0102,0.0004,0.1327,0.0454,0.0025,0.0970,0.0228,0.0010,0.0563,0.0113,0.0005,0.2246,0.4894,0.0000,0.1608,1.1434,1.1448,1.0802
333921,Elevator and Moving Stairway Manufacturing,0.0068,0.0003,0.0899,0.0137,0.0009,0.0398,0.0107,0.0005,0.0335,0.0080,0.0004,0.1652,0.4422,0.0000,0.2261,1.0970,1.0543,1.0446
333922,Conveyor and Conveying Equipment Manufacturing,0.0069,0.0003,0.0913,0.0151,0.0009,0.0431,0.0109,0.0005,0.0349,0.0081,0.0004,0.1675,0.4422,0.0000,0.2229,1.0985,1.0591,1.0464
333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",0.0068,0.0003,0.0907,0.0126,0.0008,0.0365,0.0108,0.0005,0.0340,0.0080,0.0004,0.1665,0.4425,0.0000,0.2244,1.0979,1.0499,1.0452
333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",0.0069,0.0003,0.0894,0.0139,0.0008,0.0390,0.0108,0.0005,0.0339,0.0081,0.0004,0.1636,0.4422,0.0000,0.2282,1.0966,1.0537,1.0452
333991,Power-Driven Handtool Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
333992,Welding and Soldering Equipment Manufacturing,0.0080,0.0003,0.0994,0.0077,0.0005,0.0200,0.0125,0.0006,0.0335,0.0087,0.0004,0.1705,0.4770,0.0000,0.2362,1.1078,1.0282,1.0466
333993,Packaging Machinery Manufacturing,0.0073,0.0003,0.0758,0.0145,0.0010,0.0338,0.0103,0.0005,0.0251,0.0086,0.0004,0.1339,0.4565,0.0000,0.2779,1.0834,1.0493,1.0359
333994,Industrial Process Furnace and Oven Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
333995,Fluid Power Cylinder and Actuator Manufacturing,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000
333996,Fluid Power Pump and Motor Manufacturing,0.0089,0.0003,0.0603,0.0222,0.0011,0.0440,0.0114,0.0004,0.0252,0.0114,0.0004,0.1131,0.4151,0.0000,0.2795,1.0696,1.0673,1.0370
333998,All Other Miscellaneous General Purpose Machinery Manufacturing,0.0079,0.0003,0.1002,0.0210,0.0014,0.0551,0.0126,0.0006,0.0339,0.0087,0.0004,0.1719,0.4769,0.0000,0.2341,1.1085,1.0774,1.0471
334111,Electronic Computer Manufacturing,0.0085,0.0008,0.0562,0.0089,0.0015,0.0226,0.0044,0.0004,0.0114,0.0048,0.0005,0.0476,0.8915,0.0000,0.7799,1.0655,1.0330,1.0162
334112,Computer Storage Device Manufacturing,0.0023,0.0002,0.0980,0.0022,0.0004,0.0282,0.0016,0.0001,0.0201,0.0015,0.0001,0.0945,0.8061,0.0000,0.5860,1.1005,1.0308,1.0218
334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,0.0027,0.0002,0.0926,0.0030,0.0004,0.0348,0.0019,0.0001,0.0231,0.0019,0.0001,0.0923,0.7569,0.0000,0.5549,1.0954,1.0382,1.0251
334210,Telephone Apparatus Manufacturing,0.0037,0.0003,0.1163,0.0032,0.0005,0.0282,0.0033,0.0003,0.0325,0.0026,0.0002,0.1304,0.6890,0.0000,0.4236,1.1202,1.0319,1.0361
334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,0.0038,0.0002,0.1464,0.0066,0.0006,0.0604,0.0045,0.0003,0.0519,0.0031,0.0002,0.1752,0.6509,0.0000,0.3089,1.1504,1.0676,1.0567
334290,Other Communications Equipment Manufacturing,0.0045,0.0003,0.1337,0.0056,0.0007,0.0487,0.0041,0.0003,0.0387,0.0033,0.0002,0.1428,0.7199,0.0000,0.4143,1.1385,1.0550,1.0431
334310,Audio and Video Equipment Manufacturing,0.0037,0.0002,0.0826,0.0024,0.0002,0.0188,0.0024,0.0001,0.0190,0.0025,0.0001,0.0790,0.7901,0.0000,0.6129,1.0865,1.0213,1.0216
334412,Bare Printed Circuit Board Manufacturing,0.0053,0.0003,0.0896,0.0026,0.0002,0.0163,0.0041,0.0002,0.0320,0.0041,0.0002,0.0930,0.6796,0.0000,0.4957,1.0952,1.0192,1.0363
334413,Semiconductor and Related Device Manufacturing,0.0042,0.0002,0.1203,0.0039,0.0003,0.0259,0.0030,0.0002,0.0246,0.0027,0.0001,0.1159,0.8155,0.0000,0.5396,1.1248,1.0300,1.0278
334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",0.0053,0.0003,0.0869,0.0026,0.0002,0.0157,0.0041,0.0002,0.0307,0.0041,0.0002,0.0905,0.6788,0.0000,0.5006,1.0925,1.0185,1.0350
334417,Electronic Connector Manufacturing,0.0054,0.0003,0.0863,0.0046,0.0004,0.0281,0.0041,0.0002,0.0303,0.0041,0.0002,0.0901,0.6782,0.0000,0.5012,1.0920,1.0330,1.0346
334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,0.0029,0.0001,0.1475,0.0025,0.0002,0.0291,0.0037,0.0002,0.0517,0.0023,0.0001,0.1805,0.6426,0.0000,0.2948,1.1505,1.0317,1.0556
334419,Other Electronic Component Manufacturing,0.0054,0.0003,0.0891,0.0039,0.0003,0.0233,0.0042,0.0002,0.0315,0.0041,0.0002,0.0929,0.6793,0.0000,0.4961,1.0948,1.0274,1.0358
334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,0.0040,0.0002,0.1416,0.0094,0.0005,0.0787,0.0046,0.0002,0.0491,0.0034,0.0001,0.1668,0.6573,0.0000,0.3294,1.1458,1.0886,1.0539
334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",0.0029,0.0001,0.1401,0.0043,0.0002,0.0459,0.0028,0.0001,0.0376,0.0022,0.0001,0.1524,0.7228,0.0000,0.3953,1.1432,1.0505,1.0405
334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",0.0021,0.0001,0.1176,0.0048,0.0005,0.0836,0.0017,0.0001,0.0268,0.0014,0.0001,0.1135,0.7996,0.0000,0.5340,1.1198,1.0888,1.0285
334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",0.0025,0.0001,0.0437,0.0181,0.0017,0.2281,0.0014,0.0001,0.0189,0.0018,0.0001,0.0327,0.7703,0.0000,0.7067,1.0463,1.2479,1.0204
334514,Totalizing Fluid Meter and Counting Device Manufacturing,0.0152,0.0005,0.1376,0.1789,0.0053,0.3172,0.0332,0.0009,0.0855,0.0157,0.0005,0.2086,0.5066,0.0000,0.1883,1.1533,1.5014,1.1196
334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,0.0029,0.0001,0.1140,0.0043,0.0003,0.0378,0.0027,0.0001,0.0293,0.0023,0.0001,0.1231,0.7172,0.0000,0.4575,1.1170,1.0424,1.0321
334516,Analytical Laboratory Instrument Manufacturing,0.0041,0.0002,0.1381,0.0173,0.0008,0.1495,0.0043,0.0002,0.0442,0.0033,0.0001,0.1557,0.6842,0.0000,0.3665,1.1423,1.1677,1.0487
334517,Irradiation Apparatus Manufacturing,0.0034,0.0001,0.1557,0.0070,0.0004,0.0815,0.0050,0.0002,0.0659,0.0030,0.0001,0.1930,0.6259,0.0000,0.2619,1.1592,1.0889,1.0711
334519,Other Measuring and Controlling Device Manufacturing,0.0045,0.0002,0.1279,0.0095,0.0007,0.0673,0.0047,0.0002,0.0388,0.0038,0.0002,0.1499,0.6646,0.0000,0.3687,1.1326,1.0775,1.0437
334610,Manufacturing and Reproducing Magnetic and Optical Media,0.0029,0.0001,0.0690,0.0042,0.0003,0.0404,0.0017,0.0001,0.0142,0.0021,0.0001,0.0572,0.9014,0.0000,0.7604,1.0720,1.0449,1.0159
335131,Residential Electric Lighting Fixture Manufacturing,0.0101,0.0005,0.0799,0.0132,0.0010,0.0232,0.0135,0.0007,0.0263,0.0110,0.0006,0.1356,0.4733,0.0000,0.2857,1.0905,1.0374,1.0405
335132,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",0.0104,0.0005,0.0807,0.0214,0.0017,0.0374,0.0138,0.0007,0.0270,0.0113,0.0006,0.1367,0.4733,0.0000,0.2842,1.0916,1.0605,1.0415
335139,Electric Lamp Bulb and Other Lighting Equipment Manufacturing,0.0090,0.0005,0.0622,0.0126,0.0010,0.0251,0.0095,0.0005,0.0210,0.0094,0.0005,0.0976,0.4951,0.0000,0.3569,1.0716,1.0387,1.0310
335210,Small Electrical Appliance Manufacturing,0.0059,0.0003,0.1173,0.0079,0.0006,0.0310,0.0097,0.0004,0.0340,0.0060,0.0003,0.1765,0.5466,0.0000,0.2600,1.1235,1.0394,1.0441
335220,Major Household Appliance Manufacturing,0.0060,0.0003,0.1115,0.0175,0.0010,0.0605,0.0098,0.0005,0.0387,0.0064,0.0003,0.1884,0.4868,0.0000,0.2140,1.1178,1.0790,1.0490
335311,"Power, Distribution, and Specialty Transformer Manufacturing",0.0069,0.0003,0.0456,0.0060,0.0003,0.0137,0.0059,0.0002,0.0157,0.0071,0.0003,0.0670,0.5163,0.0000,0.4218,1.0528,1.0200,1.0218
335312,Motor and Generator Manufacturing,0.0050,0.0002,0.0379,0.0072,0.0005,0.0189,0.0064,0.0003,0.0191,0.0072,0.0003,0.0789,0.3630,0.0000,0.2829,1.0432,1.0265,1.0258
335313,Switchgear and Switchboard Apparatus Manufacturing,0.0091,0.0004,0.0795,0.0156,0.0009,0.0291,0.0142,0.0006,0.0286,0.0109,0.0005,0.1454,0.4409,0.0000,0.2530,1.0890,1.0456,1.0434
335314,Relay and Industrial Control Manufacturing,0.0062,0.0003,0.0238,0.0061,0.0004,0.0127,0.0057,0.0003,0.0135,0.0072,0.0003,0.0343,0.4627,0.0000,0.4245,1.0304,1.0192,1.0195
335910,Battery Manufacturing,0.0076,0.0003,0.0693,0.0261,0.0017,0.0536,0.0092,0.0005,0.0233,0.0092,0.0004,0.1352,0.4151,0.0000,0.2663,1.0772,1.0814,1.0330
335921,Fiber Optic Cable Manufacturing,0.0066,0.0002,0.0601,0.0085,0.0005,0.0197,0.0115,0.0005,0.0302,0.0095,0.0004,0.1442,0.3330,0.0000,0.1920,1.0669,1.0287,1.0421
